,TypeBuyIn,TournamentNumber,StartDateUtc,Hand,Level,Street_id,Pot,Card1,Card2,Card3,Card4,Card5,Dealer,Seat,Round,ActionOrder,PlayerId,PlayerName,Stack,SPR,Action,Bet,Allin,Showdown_1,Showdown_2,PlayerWins,WinAmount,Position
333,MTT 250,1719277454,2024-05-21T11:14:34Z,2086442522,7000.0,0,4375.0,,,,,,1,7,0,6,5,55_jimbo,343295.0,78.47,Post Ante,875.0,0,,,,,BTN
334,MTT 250,1719277454,2024-05-21T11:14:34Z,2086442522,7000.0,0,5250.0,,,,,,0,8,0,7,6,honeyhorny,1376456.0,262.18,Post Ante,875.0,0,,,,,SB
335,MTT 250,1719277454,2024-05-21T11:14:34Z,2086442522,7000.0,0,6125.0,,,,,,0,8,0,8,6,honeyhorny,1375581.0,224.58,Post SB,3500.0,0,,,,,SB
336,MTT 250,1719277454,2024-05-21T11:14:34Z,2086442522,7000.0,0,9625.0,,,,,,0,1,0,9,0,evgen_gg13,777217.0,80.75,Post BB,7000.0,0,,,,,BB
337,MTT 250,1719277454,2024-05-21T11:14:34Z,2086442522,7000.0,0,16625.0,,,,,,0,2,1,1,1,powerblast,356324.0,21.43,Fold,0.0,0,,,,,MP1
338,MTT 250,1719277454,2024-05-21T11:14:34Z,2086442522,7000.0,0,16625.0,,,,,,0,3,1,2,2,krismoltisanta,1137462.0,68.42,Fold,0.0,0,,,,,MP2
339,MTT 250,1719277454,2024-05-21T11:14:34Z,2086442522,7000.0,0,16625.0,,,,,,0,5,1,3,3,norimyxxxo95,345891.0,20.81,Fold,0.0,0,,,,,MP3
340,MTT 250,1719277454,2024-05-21T11:14:34Z,2086442522,7000.0,0,16625.0,,,,,,0,6,1,4,4,statnik,428223.0,25.76,Fold,0.0,0,,,,,CO
341,MTT 250,1719277454,2024-05-21T11:14:34Z,2086442522,7000.0,0,16625.0,,,,,,1,7,1,5,5,55_jimbo,342420.0,20.6,Fold,0.0,0,,,,,BTN
342,MTT 250,1719277454,2024-05-21T11:14:34Z,2086442522,7000.0,0,16625.0,,,,,,0,8,1,6,6,honeyhorny,1372081.0,82.53,Raise,24500.0,0,,,,,SB
343,MTT 250,1719277454,2024-05-21T11:14:34Z,2086442522,7000.0,0,41125.0,,,,,,0,1,1,7,0,evgen_gg13,770217.0,18.73,Fold,0.0,0,,,,,BB
344,MTT 250,1719277454,2024-05-21T11:14:34Z,2086442522,7000.0,1,41125.0,,,,,,0,8,2,1,6,honeyhorny,1347581.0,,Mucks Cards,0.0,0,,,1.0,20125.0,SB
345,MTT 250,1719277454,2024-05-21T11:14:51Z,2086442720,7000.0,0,0.0,,,,,,0,1,0,1,0,evgen_gg13,770216.94,0.0,Post Ante,875.0,0,,,,,SB
346,MTT 250,1719277454,2024-05-21T11:14:51Z,2086442720,7000.0,0,875.0,,,,,,0,2,0,2,1,powerblast,356324.0,407.23,Post Ante,875.0,0,,,,,BB
347,MTT 250,1719277454,2024-05-21T11:14:51Z,2086442720,7000.0,0,1750.0,,,,,,0,3,0,3,2,krismoltisanta,1137462.0,649.98,Post Ante,875.0,0,,,,,MP1
348,MTT 250,1719277454,2024-05-21T11:14:51Z,2086442720,7000.0,0,2625.0,,,,,,0,5,0,4,3,norimyxxxo95,345891.0,131.77,Post Ante,875.0,0,,,,,MP2
349,MTT 250,1719277454,2024-05-21T11:14:51Z,2086442720,7000.0,0,3500.0,,,,,,0,6,0,5,4,statnik,428223.0,122.35,Post Ante,875.0,0,,,,,MP3
350,MTT 250,1719277454,2024-05-21T11:14:51Z,2086442720,7000.0,0,4375.0,,,,,,0,7,0,6,5,55_jimbo,342420.0,78.27,Post Ante,875.0,0,,,,,CO
351,MTT 250,1719277454,2024-05-21T11:14:51Z,2086442720,7000.0,0,5250.0,,,,,,1,8,0,7,6,honeyhorny,1388705.88,264.52,Post Ante,875.0,0,,,,,BTN
352,MTT 250,1719277454,2024-05-21T11:14:51Z,2086442720,7000.0,0,6125.0,,,,,,0,1,0,8,0,evgen_gg13,769341.94,125.61,Post SB,3500.0,0,,,,,SB
353,MTT 250,1719277454,2024-05-21T11:14:51Z,2086442720,7000.0,0,9625.0,,,,,,0,2,0,9,1,powerblast,355449.0,36.93,Post BB,7000.0,0,,,,,BB
354,MTT 250,1719277454,2024-05-21T11:14:51Z,2086442720,7000.0,0,16625.0,,,,,,0,3,1,1,2,krismoltisanta,1136587.0,68.37,Fold,0.0,0,,,,,MP1
355,MTT 250,1719277454,2024-05-21T11:14:51Z,2086442720,7000.0,0,16625.0,,,,,,0,5,1,2,3,norimyxxxo95,345016.0,20.75,Raise,14000.0,0,,,,,MP2
356,MTT 250,1719277454,2024-05-21T11:14:51Z,2086442720,7000.0,0,30625.0,,,,,,0,6,1,3,4,statnik,427348.0,13.95,Fold,0.0,0,,,,,MP3
357,MTT 250,1719277454,2024-05-21T11:14:51Z,2086442720,7000.0,0,30625.0,,,,,,0,7,1,4,5,55_jimbo,341545.0,11.15,Call,14000.0,0,,,,,CO
358,MTT 250,1719277454,2024-05-21T11:14:51Z,2086442720,7000.0,0,44625.0,,,,,,1,8,1,5,6,honeyhorny,1387830.88,31.1,Fold,0.0,0,,,,,BTN
359,MTT 250,1719277454,2024-05-21T11:14:51Z,2086442720,7000.0,0,44625.0,,,,,,0,1,1,6,0,evgen_gg13,765841.94,17.16,Fold,0.0,0,,,,,SB
360,MTT 250,1719277454,2024-05-21T11:14:51Z,2086442720,7000.0,0,44625.0,,,,,,0,2,1,7,1,powerblast,348449.0,7.81,Fold,0.0,0,,,,,BB
361,MTT 250,1719277454,2024-05-21T11:14:51Z,2086442720,7000.0,1,44625.0,Kd,9s,Ts,,,0,5,2,1,3,norimyxxxo95,331016.0,7.42,Check,0.0,0,,,,,MP2
362,MTT 250,1719277454,2024-05-21T11:14:51Z,2086442720,7000.0,1,44625.0,Kd,9s,Ts,,,0,7,2,2,5,55_jimbo,327545.0,7.34,Bet,22312.0,0,,,,,CO
363,MTT 250,1719277454,2024-05-21T11:14:51Z,2086442720,7000.0,1,66937.0,Kd,9s,Ts,,,0,5,3,1,3,norimyxxxo95,331016.0,4.95,Fold,0.0,0,,,,,MP2
364,MTT 250,1719277454,2024-05-21T11:14:51Z,2086442720,7000.0,2,66937.0,Kd,9s,Ts,,,0,7,4,1,5,55_jimbo,305233.0,,Mucks Cards,0.0,0,,,1.0,44625.0,CO
365,MTT 250,1719277454,2024-05-21T11:15:30Z,2086443177,7000.0,0,0.0,,,,,,1,1,0,1,0,evgen_gg13,765842.0,0.0,Post Ante,875.0,0,,,,,BTN
366,MTT 250,1719277454,2024-05-21T11:15:30Z,2086443177,7000.0,0,875.0,,,,,,0,2,0,2,1,powerblast,348449.0,398.23,Post Ante,875.0,0,,,,,SB
367,MTT 250,1719277454,2024-05-21T11:15:30Z,2086443177,7000.0,0,1750.0,,,,,,0,3,0,3,2,krismoltisanta,1136587.0,649.48,Post Ante,875.0,0,,,,,BB
368,MTT 250,1719277454,2024-05-21T11:15:30Z,2086443177,7000.0,0,2625.0,,,,,,0,5,0,4,3,norimyxxxo95,331016.0,126.1,Post Ante,875.0,0,,,,,MP1
369,MTT 250,1719277454,2024-05-21T11:15:30Z,2086443177,7000.0,0,3500.0,,,,,,0,6,0,5,4,statnik,427348.0,122.1,Post Ante,875.0,0,,,,,MP2
370,MTT 250,1719277454,2024-05-21T11:15:30Z,2086443177,7000.0,0,4375.0,,,,,,0,7,0,6,5,55_jimbo,372170.0,85.07,Post Ante,875.0,0,,,,,MP3
371,MTT 250,1719277454,2024-05-21T11:15:30Z,2086443177,7000.0,0,5250.0,,,,,,0,8,0,7,6,honeyhorny,1387831.0,264.35,Post Ante,875.0,0,,,,,CO
372,MTT 250,1719277454,2024-05-21T11:15:30Z,2086443177,7000.0,0,6125.0,,,,,,0,2,0,8,1,powerblast,347574.0,56.75,Post SB,3500.0,0,,,,,SB
373,MTT 250,1719277454,2024-05-21T11:15:30Z,2086443177,7000.0,0,9625.0,,,,,,0,3,0,9,2,krismoltisanta,1135712.0,118.0,Post BB,7000.0,0,,,,,BB
374,MTT 250,1719277454,2024-05-21T11:15:30Z,2086443177,7000.0,0,16625.0,,,,,,0,5,1,1,3,norimyxxxo95,330141.0,19.86,Fold,0.0,0,,,,,MP1
375,MTT 250,1719277454,2024-05-21T11:15:30Z,2086443177,7000.0,0,16625.0,,,,,,0,6,1,2,4,statnik,426473.0,25.65,Raise,17500.0,0,,,,,MP2
376,MTT 250,1719277454,2024-05-21T11:15:30Z,2086443177,7000.0,0,34125.0,,,,,,0,7,1,3,5,55_jimbo,371295.0,10.88,Fold,0.0,0,,,,,MP3
377,MTT 250,1719277454,2024-05-21T11:15:30Z,2086443177,7000.0,0,34125.0,,,,,,0,8,1,4,6,honeyhorny,1386956.0,40.64,Fold,0.0,0,,,,,CO
378,MTT 250,1719277454,2024-05-21T11:15:30Z,2086443177,7000.0,0,34125.0,,,,,,1,1,1,5,0,evgen_gg13,764967.0,22.42,Fold,0.0,0,,,,,BTN
379,MTT 250,1719277454,2024-05-21T11:15:30Z,2086443177,7000.0,0,34125.0,,,,,,0,2,1,6,1,powerblast,344074.0,10.08,Fold,0.0,0,,,,,SB
380,MTT 250,1719277454,2024-05-21T11:15:30Z,2086443177,7000.0,0,34125.0,,,,,,0,3,1,7,2,krismoltisanta,1128712.0,33.08,Fold,0.0,0,,,,,BB
381,MTT 250,1719277454,2024-05-21T11:15:30Z,2086443177,7000.0,1,34125.0,,,,,,0,6,2,1,4,statnik,408973.0,,Mucks Cards,0.0,0,,,1.0,23625.0,MP2
382,MTT 250,1719277454,2024-05-21T11:15:49Z,2086443393,7000.0,0,0.0,,,,,,0,1,0,1,0,evgen_gg13,764967.06,0.0,Post Ante,875.0,0,,,,,CO
383,MTT 250,1719277454,2024-05-21T11:15:49Z,2086443393,7000.0,0,875.0,,,,,,1,2,0,2,1,powerblast,344074.0,393.23,Post Ante,875.0,0,,,,,BTN
384,MTT 250,1719277454,2024-05-21T11:15:49Z,2086443393,7000.0,0,1750.0,,,,,,0,3,0,3,2,krismoltisanta,1128712.0,644.98,Post Ante,875.0,0,,,,,SB
385,MTT 250,1719277454,2024-05-21T11:15:49Z,2086443393,7000.0,0,2625.0,,,,,,0,4,0,4,3,hadik07,50000.0,19.05,Post Ante,875.0,0,,,,,BB
386,MTT 250,1719277454,2024-05-21T11:15:49Z,2086443393,7000.0,0,3500.0,,,,,,0,5,0,5,4,norimyxxxo95,330141.0,94.33,Post Ante,875.0,0,,,,,EP3
387,MTT 250,1719277454,2024-05-21T11:15:49Z,2086443393,7000.0,0,4375.0,,,,,,0,6,0,6,5,statnik,443098.0,101.28,Post Ante,875.0,0,,,,,MP1
388,MTT 250,1719277454,2024-05-21T11:15:49Z,2086443393,7000.0,0,5250.0,,,,,,0,7,0,7,6,55_jimbo,371295.0,70.72,Post Ante,875.0,0,,,,,MP2
389,MTT 250,1719277454,2024-05-21T11:15:49Z,2086443393,7000.0,0,6125.0,,,,,,0,8,0,8,7,honeyhorny,1386956.0,226.44,Post Ante,875.0,0,,,,,MP3
390,MTT 250,1719277454,2024-05-21T11:15:49Z,2086443393,7000.0,0,7000.0,,,,,,0,3,0,9,2,krismoltisanta,1127837.0,161.12,Post SB,3500.0,0,,,,,SB
391,MTT 250,1719277454,2024-05-21T11:15:49Z,2086443393,7000.0,0,10500.0,,,,,,0,4,0,10,3,hadik07,49125.0,4.68,Post BB,7000.0,0,,,,,BB
392,MTT 250,1719277454,2024-05-21T11:15:49Z,2086443393,7000.0,0,17500.0,,,,,,0,5,1,1,4,norimyxxxo95,329266.0,18.82,Fold,0.0,0,,,,,EP3
393,MTT 250,1719277454,2024-05-21T11:15:49Z,2086443393,7000.0,0,17500.0,,,,,,0,6,1,2,5,statnik,442223.0,25.27,Fold,0.0,0,,,,,MP1
394,MTT 250,1719277454,2024-05-21T11:15:49Z,2086443393,7000.0,0,17500.0,,,,,,0,7,1,3,6,55_jimbo,370420.0,21.17,Fold,0.0,0,,,,,MP2
395,MTT 250,1719277454,2024-05-21T11:15:49Z,2086443393,7000.0,0,17500.0,,,,,,0,8,1,4,7,honeyhorny,1386081.0,79.2,Fold,0.0,0,,,,,MP3
396,MTT 250,1719277454,2024-05-21T11:15:49Z,2086443393,7000.0,0,17500.0,,,,,,0,1,1,5,0,evgen_gg13,764092.06,43.66,Raise,15750.0,0,,,,,CO
397,MTT 250,1719277454,2024-05-21T11:15:49Z,2086443393,7000.0,0,33250.0,,,,,,1,2,1,6,1,powerblast,343199.0,10.32,Fold,0.0,0,,,,,BTN
398,MTT 250,1719277454,2024-05-21T11:15:49Z,2086443393,7000.0,0,33250.0,,,,,,0,3,1,7,2,krismoltisanta,1124337.0,33.81,Fold,0.0,0,,,,,SB
399,MTT 250,1719277454,2024-05-21T11:15:49Z,2086443393,7000.0,0,33250.0,,,,,,0,4,1,8,3,hadik07,42125.0,1.27,Call,8750.0,0,,,,,BB
400,MTT 250,1719277454,2024-05-21T11:15:49Z,2086443393,7000.0,1,42000.0,Td,4d,7h,,,0,4,2,1,3,hadik07,33375.0,0.79,Check,0.0,0,,,,,BB
401,MTT 250,1719277454,2024-05-21T11:15:49Z,2086443393,7000.0,1,42000.0,Td,4d,7h,,,0,1,2,2,0,evgen_gg13,748342.06,17.82,Bet,42000.0,0,,,,,CO
402,MTT 250,1719277454,2024-05-21T11:15:49Z,2086443393,7000.0,1,84000.0,Td,4d,7h,,,0,4,3,1,3,hadik07,33375.0,0.4,Fold,0.0,0,,,,,BB
403,MTT 250,1719277454,2024-05-21T11:15:49Z,2086443393,7000.0,2,84000.0,Td,4d,7h,,,0,1,4,1,0,evgen_gg13,706342.06,,Mucks Cards,0.0,0,,,1.0,42000.0,CO
404,MTT 250,1719277454,2024-05-21T11:16:34Z,2086443924,7000.0,0,0.0,,,,,,0,1,0,1,0,evgen_gg13,790342.0,0.0,Post Ante,875.0,0,,,,,MP3
405,MTT 250,1719277454,2024-05-21T11:16:34Z,2086443924,7000.0,0,875.0,,,,,,0,2,0,2,1,powerblast,343199.0,392.23,Post Ante,875.0,0,,,,,CO
406,MTT 250,1719277454,2024-05-21T11:16:34Z,2086443924,7000.0,0,1750.0,,,,,,1,3,0,3,2,krismoltisanta,1124337.0,642.48,Post Ante,875.0,0,,,,,BTN
407,MTT 250,1719277454,2024-05-21T11:16:34Z,2086443924,7000.0,0,2625.0,,,,,,0,4,0,4,3,hadik07,33375.0,12.71,Post Ante,875.0,0,,,,,SB
408,MTT 250,1719277454,2024-05-21T11:16:34Z,2086443924,7000.0,0,3500.0,,,,,,0,5,0,5,4,norimyxxxo95,329266.0,94.08,Post Ante,875.0,0,,,,,BB
409,MTT 250,1719277454,2024-05-21T11:16:34Z,2086443924,7000.0,0,4375.0,,,,,,0,6,0,6,5,statnik,442223.0,101.08,Post Ante,875.0,0,,,,,EP3
410,MTT 250,1719277454,2024-05-21T11:16:34Z,2086443924,7000.0,0,5250.0,,,,,,0,7,0,7,6,55_jimbo,370420.0,70.56,Post Ante,875.0,0,,,,,MP1
411,MTT 250,1719277454,2024-05-21T11:16:34Z,2086443924,7000.0,0,6125.0,,,,,,0,8,0,8,7,honeyhorny,1386081.0,226.3,Post Ante,875.0,0,,,,,MP2
412,MTT 250,1719277454,2024-05-21T11:16:34Z,2086443924,7000.0,0,7000.0,,,,,,0,4,0,9,3,hadik07,32500.0,4.64,Post SB,3500.0,0,,,,,SB
413,MTT 250,1719277454,2024-05-21T11:16:34Z,2086443924,7000.0,0,10500.0,,,,,,0,5,0,10,4,norimyxxxo95,328391.0,31.28,Post BB,7000.0,0,,,,,BB
414,MTT 250,1719277454,2024-05-21T11:16:34Z,2086443924,7000.0,0,17500.0,,,,,,0,6,1,1,5,statnik,441348.0,25.22,Fold,0.0,0,,,,,EP3
415,MTT 250,1719277454,2024-05-21T11:16:34Z,2086443924,7000.0,0,17500.0,,,,,,0,7,1,2,6,55_jimbo,369545.0,21.12,Raise,14000.0,0,,,,,MP1
416,MTT 250,1719277454,2024-05-21T11:16:34Z,2086443924,7000.0,0,31500.0,,,,,,0,8,1,3,7,honeyhorny,1385206.0,43.97,Raise,49000.0,0,,,,,MP2
417,MTT 250,1719277454,2024-05-21T11:16:34Z,2086443924,7000.0,0,80500.0,,,,,,0,1,1,4,0,evgen_gg13,789467.0,9.81,Fold,0.0,0,,,,,MP3
418,MTT 250,1719277454,2024-05-21T11:16:34Z,2086443924,7000.0,0,80500.0,,,,,,0,2,1,5,1,powerblast,342324.0,4.25,Fold,0.0,0,,,,,CO
419,MTT 250,1719277454,2024-05-21T11:16:34Z,2086443924,7000.0,0,80500.0,,,,,,1,3,1,6,2,krismoltisanta,1123462.0,13.96,Fold,0.0,0,,,,,BTN
420,MTT 250,1719277454,2024-05-21T11:16:34Z,2086443924,7000.0,0,80500.0,,,,,,0,4,1,7,3,hadik07,29000.0,0.36,Fold,0.0,0,,,,,SB
421,MTT 250,1719277454,2024-05-21T11:16:34Z,2086443924,7000.0,0,80500.0,,,,,,0,5,1,8,4,norimyxxxo95,321391.0,3.99,Fold,0.0,0,,,,,BB
422,MTT 250,1719277454,2024-05-21T11:16:34Z,2086443924,7000.0,0,80500.0,,,,,,0,7,2,1,6,55_jimbo,355545.0,4.42,Fold,0.0,0,,,,,MP1
423,MTT 250,1719277454,2024-05-21T11:16:34Z,2086443924,7000.0,1,80500.0,,,,,,0,8,3,1,7,honeyhorny,1336206.0,,Mucks Cards,0.0,0,,,1.0,45500.0,MP2
424,MTT 250,1719277454,2024-05-21T11:17:03Z,2086444246,7000.0,0,0.0,,,,,,0,1,0,1,0,evgen_gg13,789467.06,0.0,Post Ante,875.0,0,,,,,MP2
425,MTT 250,1719277454,2024-05-21T11:17:03Z,2086444246,7000.0,0,875.0,,,,,,0,2,0,2,1,powerblast,342324.0,391.23,Post Ante,875.0,0,,,,,MP3
426,MTT 250,1719277454,2024-05-21T11:17:03Z,2086444246,7000.0,0,1750.0,,,,,,0,3,0,3,2,krismoltisanta,1123462.0,641.98,Post Ante,875.0,0,,,,,CO
427,MTT 250,1719277454,2024-05-21T11:17:03Z,2086444246,7000.0,0,2625.0,,,,,,1,4,0,4,3,hadik07,29000.0,11.05,Post Ante,875.0,0,,,,,BTN
428,MTT 250,1719277454,2024-05-21T11:17:03Z,2086444246,7000.0,0,3500.0,,,,,,0,5,0,5,4,norimyxxxo95,321391.0,91.83,Post Ante,875.0,0,,,,,SB
429,MTT 250,1719277454,2024-05-21T11:17:03Z,2086444246,7000.0,0,4375.0,,,,,,0,6,0,6,5,statnik,441348.0,100.88,Post Ante,875.0,0,,,,,BB
430,MTT 250,1719277454,2024-05-21T11:17:03Z,2086444246,7000.0,0,5250.0,,,,,,0,7,0,7,6,55_jimbo,355545.0,67.72,Post Ante,875.0,0,,,,,EP3
431,MTT 250,1719277454,2024-05-21T11:17:03Z,2086444246,7000.0,0,6125.0,,,,,,0,8,0,8,7,honeyhorny,1416705.88,231.3,Post Ante,875.0,0,,,,,MP1
432,MTT 250,1719277454,2024-05-21T11:17:03Z,2086444246,7000.0,0,7000.0,,,,,,0,5,0,9,4,norimyxxxo95,320516.0,45.79,Post SB,3500.0,0,,,,,SB
433,MTT 250,1719277454,2024-05-21T11:17:03Z,2086444246,7000.0,0,10500.0,,,,,,0,6,0,10,5,statnik,440473.0,41.95,Post BB,7000.0,0,,,,,BB
434,MTT 250,1719277454,2024-05-21T11:17:03Z,2086444246,7000.0,0,17500.0,,,,,,0,7,1,1,6,55_jimbo,354670.0,20.27,Fold,0.0,0,,,,,EP3
435,MTT 250,1719277454,2024-05-21T11:17:03Z,2086444246,7000.0,0,17500.0,,,,,,0,8,1,2,7,honeyhorny,1415830.88,80.9,Fold,0.0,0,,,,,MP1
436,MTT 250,1719277454,2024-05-21T11:17:03Z,2086444246,7000.0,0,17500.0,,,,,,0,1,1,3,0,evgen_gg13,788592.06,45.06,Fold,0.0,0,,,,,MP2
437,MTT 250,1719277454,2024-05-21T11:17:03Z,2086444246,7000.0,0,17500.0,,,,,,0,2,1,4,1,powerblast,341449.0,19.51,Fold,0.0,0,,,,,MP3
438,MTT 250,1719277454,2024-05-21T11:17:03Z,2086444246,7000.0,0,17500.0,,,,,,0,3,1,5,2,krismoltisanta,1122587.0,64.15,Fold,0.0,0,,,,,CO
439,MTT 250,1719277454,2024-05-21T11:17:03Z,2086444246,7000.0,0,17500.0,,,,,,1,4,1,6,3,hadik07,28125.0,1.61,Fold,0.0,0,,,,,BTN
440,MTT 250,1719277454,2024-05-21T11:17:03Z,2086444246,7000.0,0,17500.0,,,,,,0,5,1,7,4,norimyxxxo95,317016.0,18.12,Fold,0.0,0,,,,,SB
441,MTT 250,1719277454,2024-05-21T11:17:03Z,2086444246,7000.0,1,17500.0,,,,,,0,6,2,1,5,statnik,433473.0,,Mucks Cards,0.0,0,,,1.0,14000.0,BB
442,MTT 250,1719277454,2024-05-21T11:17:30Z,2086444544,8000.0,0,0.0,,,,,,0,1,0,1,0,evgen_gg13,788592.0,0.0,Post Ante,1000.0,0,,,,,MP1
443,MTT 250,1719277454,2024-05-21T11:17:30Z,2086444544,8000.0,0,1000.0,,,,,,0,2,0,2,1,powerblast,341449.0,341.45,Post Ante,1000.0,0,,,,,MP2
444,MTT 250,1719277454,2024-05-21T11:17:30Z,2086444544,8000.0,0,2000.0,,,,,,0,3,0,3,2,krismoltisanta,1122587.0,561.29,Post Ante,1000.0,0,,,,,MP3
445,MTT 250,1719277454,2024-05-21T11:17:30Z,2086444544,8000.0,0,3000.0,,,,,,0,4,0,4,3,hadik07,28125.0,9.38,Post Ante,1000.0,0,,,,,CO
446,MTT 250,1719277454,2024-05-21T11:17:30Z,2086444544,8000.0,0,4000.0,,,,,,1,5,0,5,4,norimyxxxo95,317016.0,79.25,Post Ante,1000.0,0,,,,,BTN
447,MTT 250,1719277454,2024-05-21T11:17:30Z,2086444544,8000.0,0,5000.0,,,,,,0,6,0,6,5,statnik,450973.0,90.19,Post Ante,1000.0,0,,,,,SB
448,MTT 250,1719277454,2024-05-21T11:17:30Z,2086444544,8000.0,0,6000.0,,,,,,0,7,0,7,6,55_jimbo,354670.0,59.11,Post Ante,1000.0,0,,,,,BB
449,MTT 250,1719277454,2024-05-21T11:17:30Z,2086444544,8000.0,0,7000.0,,,,,,0,8,0,8,7,honeyhorny,1415831.0,202.26,Post Ante,1000.0,0,,,,,EP3
450,MTT 250,1719277454,2024-05-21T11:17:30Z,2086444544,8000.0,0,8000.0,,,,,,0,6,0,9,5,statnik,449973.0,56.25,Post SB,4000.0,0,,,,,SB
451,MTT 250,1719277454,2024-05-21T11:17:30Z,2086444544,8000.0,0,12000.0,,,,,,0,7,0,10,6,55_jimbo,353670.0,29.47,Post BB,8000.0,0,,,,,BB
452,MTT 250,1719277454,2024-05-21T11:17:30Z,2086444544,8000.0,0,20000.0,,,,,,0,8,1,1,7,honeyhorny,1414831.0,70.74,Fold,0.0,0,,,,,EP3
453,MTT 250,1719277454,2024-05-21T11:17:30Z,2086444544,8000.0,0,20000.0,,,,,,0,1,1,2,0,evgen_gg13,787592.0,39.38,Fold,0.0,0,,,,,MP1
454,MTT 250,1719277454,2024-05-21T11:17:30Z,2086444544,8000.0,0,20000.0,,,,,,0,2,1,3,1,powerblast,340449.0,17.02,Fold,0.0,0,,,,,MP2
455,MTT 250,1719277454,2024-05-21T11:17:30Z,2086444544,8000.0,0,20000.0,,,,,,0,3,1,4,2,krismoltisanta,1121587.0,56.08,Raise,16000.0,0,,,,,MP3
456,MTT 250,1719277454,2024-05-21T11:17:30Z,2086444544,8000.0,0,36000.0,,,,,,0,4,1,5,3,hadik07,27125.0,0.75,Call,16000.0,0,,,,,CO
457,MTT 250,1719277454,2024-05-21T11:17:30Z,2086444544,8000.0,0,52000.0,,,,,,1,5,1,6,4,norimyxxxo95,316016.0,6.08,Fold,0.0,0,,,,,BTN
458,MTT 250,1719277454,2024-05-21T11:17:30Z,2086444544,8000.0,0,52000.0,,,,,,0,6,1,7,5,statnik,445973.0,8.58,Fold,0.0,0,,,,,SB
459,MTT 250,1719277454,2024-05-21T11:17:30Z,2086444544,8000.0,0,52000.0,,,,,,0,7,1,8,6,55_jimbo,345670.0,6.65,Fold,0.0,0,,,,,BB
460,MTT 250,1719277454,2024-05-21T11:17:30Z,2086444544,8000.0,1,52000.0,Ad,Ac,9c,,,0,3,2,1,2,krismoltisanta,1105587.0,21.26,Bet,13000.0,0,,,,,MP3
461,MTT 250,1719277454,2024-05-21T11:17:30Z,2086444544,8000.0,1,65000.0,Ad,Ac,9c,,,0,4,2,2,3,hadik07,11125.0,0.17,Call,11125.0,1,,,,,CO
462,MTT 250,1719277454,2024-05-21T11:17:30Z,2086444544,8000.0,4,76125.0,Ad,Ac,9c,9s,8c,0,3,5,1,2,krismoltisanta,1092587.0,,Shows Cards,0.0,0,4s,As,1.0,74250.0,MP3
463,MTT 250,1719277454,2024-05-21T11:17:30Z,2086444544,8000.0,4,76125.0,Ad,Ac,9c,9s,8c,0,4,5,2,3,hadik07,0.0,,Shows Cards,0.0,0,Ks,4d,0.0,,CO
464,MTT 250,1719277454,2024-05-21T11:18:07Z,2086444968,8000.0,0,0.0,,,,,,0,1,0,1,0,evgen_gg13,787592.0,0.0,Post Ante,1000.0,0,,,,,EP3
465,MTT 250,1719277454,2024-05-21T11:18:07Z,2086444968,8000.0,0,1000.0,,,,,,0,2,0,2,1,powerblast,340449.0,340.45,Post Ante,1000.0,0,,,,,MP1
466,MTT 250,1719277454,2024-05-21T11:18:07Z,2086444968,8000.0,0,2000.0,,,,,,0,3,0,3,2,krismoltisanta,1168712.0,584.36,Post Ante,1000.0,0,,,,,MP2
467,MTT 250,1719277454,2024-05-21T11:18:07Z,2086444968,8000.0,0,3000.0,,,,,,0,4,0,4,3,hadik07,150000.0,50.0,Post Ante,1000.0,0,,,,,MP3
468,MTT 250,1719277454,2024-05-21T11:18:07Z,2086444968,8000.0,0,4000.0,,,,,,0,5,0,5,4,norimyxxxo95,316016.0,79.0,Post Ante,1000.0,0,,,,,CO
469,MTT 250,1719277454,2024-05-21T11:18:07Z,2086444968,8000.0,0,5000.0,,,,,,1,6,0,6,5,statnik,445973.0,89.19,Post Ante,1000.0,0,,,,,BTN
470,MTT 250,1719277454,2024-05-21T11:18:07Z,2086444968,8000.0,0,6000.0,,,,,,0,7,0,7,6,55_jimbo,345670.0,57.61,Post Ante,1000.0,0,,,,,SB
471,MTT 250,1719277454,2024-05-21T11:18:07Z,2086444968,8000.0,0,7000.0,,,,,,0,8,0,8,7,honeyhorny,1414831.0,202.12,Post Ante,1000.0,0,,,,,BB
472,MTT 250,1719277454,2024-05-21T11:18:07Z,2086444968,8000.0,0,8000.0,,,,,,0,7,0,9,6,55_jimbo,344670.0,43.08,Post SB,4000.0,0,,,,,SB
473,MTT 250,1719277454,2024-05-21T11:18:07Z,2086444968,8000.0,0,12000.0,,,,,,0,8,0,10,7,honeyhorny,1413831.0,117.82,Post BB,8000.0,0,,,,,BB
474,MTT 250,1719277454,2024-05-21T11:18:07Z,2086444968,8000.0,0,20000.0,,,,,,0,1,1,1,0,evgen_gg13,786592.0,39.33,Fold,0.0,0,,,,,EP3
475,MTT 250,1719277454,2024-05-21T11:18:07Z,2086444968,8000.0,0,20000.0,,,,,,0,2,1,2,1,powerblast,339449.0,16.97,Fold,0.0,0,,,,,MP1
476,MTT 250,1719277454,2024-05-21T11:18:07Z,2086444968,8000.0,0,20000.0,,,,,,0,3,1,3,2,krismoltisanta,1167712.0,58.39,Raise,16000.0,0,,,,,MP2
