,TypeBuyIn,TournamentNumber,StartDateUtc,Hand,Level,Street_id,Pot,Card1,Card2,Card3,Card4,Card5,Dealer,Seat,Round,ActionOrder,PlayerId,PlayerName,Stack,SPR,Action,Bet,Allin,Showdown_1,Showdown_2,PlayerWins,WinAmount,Position
33,MTT 250,1719277454,2024-05-21T11:05:11Z,2086435989,6000.0,0,9000.0,,,,,,0,7,0,10,6,55_jimbo,75696.0,8.41,Post BB,6000.0,0,,,,,BB
34,MTT 250,1719277454,2024-05-21T11:05:11Z,2086435989,6000.0,0,15000.0,,,,,,0,8,1,1,7,honeyhorny,1067986.0,71.2,Fold,0.0,0,,,,,EP3
35,MTT 250,1719277454,2024-05-21T11:05:11Z,2086435989,6000.0,0,15000.0,,,,,,0,1,1,2,0,nobadbeatpls,118795.0,7.92,Fold,0.0,0,,,,,MP1
36,MTT 250,1719277454,2024-05-21T11:05:11Z,2086435989,6000.0,0,15000.0,,,,,,0,2,1,3,1,powerblast,389199.0,25.95,Fold,0.0,0,,,,,MP2
37,MTT 250,1719277454,2024-05-21T11:05:11Z,2086435989,6000.0,0,15000.0,,,,,,0,3,1,4,2,wanq,163500.0,10.9,Fold,0.0,0,,,,,MP3
38,MTT 250,1719277454,2024-05-21T11:05:11Z,2086435989,6000.0,0,15000.0,,,,,,0,4,1,5,3,kuuskuus,369657.0,24.64,Fold,0.0,0,,,,,CO
39,MTT 250,1719277454,2024-05-21T11:05:11Z,2086435989,6000.0,0,15000.0,,,,,,1,5,1,6,4,norimyxxxo95,141975.0,9.46,Raise,12000.0,0,,,,,BTN
40,MTT 250,1719277454,2024-05-21T11:05:11Z,2086435989,6000.0,0,27000.0,,,,,,0,6,1,7,5,statnik,362631.0,13.43,Raise,45000.0,0,,,,,SB
41,MTT 250,1719277454,2024-05-21T11:05:11Z,2086435989,6000.0,0,72000.0,,,,,,0,7,1,8,6,55_jimbo,69696.0,0.97,Raise,69696.0,1,,,,,BB
42,MTT 250,1719277454,2024-05-21T11:05:11Z,2086435989,6000.0,0,141696.0,,,,,,1,5,2,1,4,norimyxxxo95,129975.0,0.92,Fold,0.0,0,,,,,BTN
43,MTT 250,1719277454,2024-05-21T11:05:11Z,2086435989,6000.0,0,141696.0,,,,,,0,6,2,2,5,statnik,317631.0,2.24,Call,27696.0,0,,,,,SB
44,MTT 250,1719277454,2024-05-21T11:05:11Z,2086435989,6000.0,4,169392.0,Qs,3d,5c,Ah,Kh,0,6,6,1,5,statnik,289935.0,,Shows Cards,0.0,0,Jc,Js,1.0,169392.0,SB
45,MTT 250,1719277454,2024-05-21T11:05:11Z,2086435989,6000.0,4,169392.0,Qs,3d,5c,Ah,Kh,0,7,6,2,6,55_jimbo,0.0,,Shows Cards,0.0,0,Td,9d,0.0,,BB
46,MTT 250,1719277454,2024-05-21T11:05:57Z,2086436499,6000.0,0,0.0,,,,,,0,1,0,1,0,nobadbeatpls,118795.0,0.0,Post Ante,750.0,0,,,,,EP3
47,MTT 250,1719277454,2024-05-21T11:05:57Z,2086436499,6000.0,0,750.0,,,,,,0,2,0,2,1,powerblast,389199.0,518.93,Post Ante,750.0,0,,,,,MP1
48,MTT 250,1719277454,2024-05-21T11:05:57Z,2086436499,6000.0,0,1500.0,,,,,,0,3,0,3,2,wanq,163500.0,109.0,Post Ante,750.0,0,,,,,MP2
49,MTT 250,1719277454,2024-05-21T11:05:57Z,2086436499,6000.0,0,2250.0,,,,,,0,4,0,4,3,kuuskuus,369657.0,164.29,Post Ante,750.0,0,,,,,MP3
50,MTT 250,1719277454,2024-05-21T11:05:57Z,2086436499,6000.0,0,3000.0,,,,,,0,5,0,5,4,norimyxxxo95,129975.0,43.33,Post Ante,750.0,0,,,,,CO
51,MTT 250,1719277454,2024-05-21T11:05:57Z,2086436499,6000.0,0,3750.0,,,,,,1,6,0,6,5,statnik,459327.0,122.49,Post Ante,750.0,0,,,,,BTN
52,MTT 250,1719277454,2024-05-21T11:05:57Z,2086436499,6000.0,0,4500.0,,,,,,0,7,0,7,6,55_jimbo,150000.0,33.33,Post Ante,750.0,0,,,,,SB
53,MTT 250,1719277454,2024-05-21T11:05:57Z,2086436499,6000.0,0,5250.0,,,,,,0,8,0,8,7,honeyhorny,1067986.0,203.43,Post Ante,750.0,0,,,,,BB
54,MTT 250,1719277454,2024-05-21T11:05:57Z,2086436499,6000.0,0,6000.0,,,,,,0,7,0,9,6,55_jimbo,149250.0,24.88,Post SB,3000.0,0,,,,,SB
55,MTT 250,1719277454,2024-05-21T11:05:57Z,2086436499,6000.0,0,9000.0,,,,,,0,8,0,10,7,honeyhorny,1067236.0,118.58,Post BB,6000.0,0,,,,,BB
56,MTT 250,1719277454,2024-05-21T11:05:57Z,2086436499,6000.0,0,15000.0,,,,,,0,1,1,1,0,nobadbeatpls,118045.0,7.87,Raise,118045.0,1,,,,,EP3
57,MTT 250,1719277454,2024-05-21T11:05:57Z,2086436499,6000.0,0,133045.0,,,,,,0,2,1,2,1,powerblast,388449.0,2.92,Fold,0.0,0,,,,,MP1
58,MTT 250,1719277454,2024-05-21T11:05:57Z,2086436499,6000.0,0,133045.0,,,,,,0,3,1,3,2,wanq,162750.0,1.22,Fold,0.0,0,,,,,MP2
59,MTT 250,1719277454,2024-05-21T11:05:57Z,2086436499,6000.0,0,133045.0,,,,,,0,4,1,4,3,kuuskuus,368907.0,2.77,Fold,0.0,0,,,,,MP3
60,MTT 250,1719277454,2024-05-21T11:05:57Z,2086436499,6000.0,0,133045.0,,,,,,0,5,1,5,4,norimyxxxo95,129225.0,0.97,Fold,0.0,0,,,,,CO
61,MTT 250,1719277454,2024-05-21T11:05:57Z,2086436499,6000.0,0,133045.0,,,,,,1,6,1,6,5,statnik,458577.0,3.45,Fold,0.0,0,,,,,BTN
62,MTT 250,1719277454,2024-05-21T11:05:57Z,2086436499,6000.0,0,133045.0,,,,,,0,7,1,7,6,55_jimbo,146250.0,1.1,Raise,146250.0,1,,,,,SB
63,MTT 250,1719277454,2024-05-21T11:05:57Z,2086436499,6000.0,0,279295.0,,,,,,0,8,1,8,7,honeyhorny,1061236.0,3.8,Fold,0.0,0,,,,,BB
64,MTT 250,1719277454,2024-05-21T11:05:57Z,2086436499,6000.0,4,279295.0,Ts,9c,6c,2d,3d,0,1,5,1,0,nobadbeatpls,0.0,,Shows Cards,0.0,0,Ad,Jd,0.0,,EP3
65,MTT 250,1719277454,2024-05-21T11:05:57Z,2086436499,6000.0,4,279295.0,Ts,9c,6c,2d,3d,0,7,5,2,6,55_jimbo,0.0,,Shows Cards,0.0,0,5d,5c,1.0,248090.0,SB
66,MTT 250,1719277454,2024-05-21T11:06:23Z,2086436783,6000.0,0,0.0,,,,,,0,2,0,1,0,powerblast,388449.0,0.0,Post Ante,750.0,0,,,,,BB
67,MTT 250,1719277454,2024-05-21T11:06:23Z,2086436783,6000.0,0,750.0,,,,,,0,3,0,2,1,wanq,162750.0,217.0,Post Ante,750.0,0,,,,,MP1
68,MTT 250,1719277454,2024-05-21T11:06:23Z,2086436783,6000.0,0,1500.0,,,,,,0,4,0,3,2,kuuskuus,368907.0,245.94,Post Ante,750.0,0,,,,,MP2
69,MTT 250,1719277454,2024-05-21T11:06:23Z,2086436783,6000.0,0,2250.0,,,,,,0,5,0,4,3,norimyxxxo95,129225.0,57.43,Post Ante,750.0,0,,,,,MP3
70,MTT 250,1719277454,2024-05-21T11:06:23Z,2086436783,6000.0,0,3000.0,,,,,,0,6,0,5,4,statnik,458577.0,152.86,Post Ante,750.0,0,,,,,CO
71,MTT 250,1719277454,2024-05-21T11:06:23Z,2086436783,6000.0,0,3750.0,,,,,,1,7,0,6,5,55_jimbo,279295.0,74.48,Post Ante,750.0,0,,,,,BTN
72,MTT 250,1719277454,2024-05-21T11:06:23Z,2086436783,6000.0,0,4500.0,,,,,,0,8,0,7,6,honeyhorny,1061236.0,235.83,Post Ante,750.0,0,,,,,SB
73,MTT 250,1719277454,2024-05-21T11:06:23Z,2086436783,6000.0,0,5250.0,,,,,,0,8,0,8,6,honeyhorny,1060486.0,202.0,Post SB,3000.0,0,,,,,SB
74,MTT 250,1719277454,2024-05-21T11:06:23Z,2086436783,6000.0,0,8250.0,,,,,,0,2,0,9,0,powerblast,387699.0,46.99,Post BB,6000.0,0,,,,,BB
75,MTT 250,1719277454,2024-05-21T11:06:23Z,2086436783,6000.0,0,14250.0,,,,,,0,3,1,1,1,wanq,162000.0,11.37,Fold,0.0,0,,,,,MP1
76,MTT 250,1719277454,2024-05-21T11:06:23Z,2086436783,6000.0,0,14250.0,,,,,,0,4,1,2,2,kuuskuus,368157.0,25.84,Fold,0.0,0,,,,,MP2
77,MTT 250,1719277454,2024-05-21T11:06:23Z,2086436783,6000.0,0,14250.0,,,,,,0,5,1,3,3,norimyxxxo95,128475.0,9.02,Fold,0.0,0,,,,,MP3
78,MTT 250,1719277454,2024-05-21T11:06:23Z,2086436783,6000.0,0,14250.0,,,,,,0,6,1,4,4,statnik,457827.0,32.13,Fold,0.0,0,,,,,CO
79,MTT 250,1719277454,2024-05-21T11:06:23Z,2086436783,6000.0,0,14250.0,,,,,,1,7,1,5,5,55_jimbo,278545.0,19.55,Fold,0.0,0,,,,,BTN
80,MTT 250,1719277454,2024-05-21T11:06:23Z,2086436783,6000.0,0,14250.0,,,,,,0,8,1,6,6,honeyhorny,1057486.0,74.21,Raise,9000.0,0,,,,,SB
81,MTT 250,1719277454,2024-05-21T11:06:23Z,2086436783,6000.0,0,23250.0,,,,,,0,2,1,7,0,powerblast,381699.0,16.42,Fold,0.0,0,,,,,BB
82,MTT 250,1719277454,2024-05-21T11:06:23Z,2086436783,6000.0,1,23250.0,,,,,,0,8,2,1,6,honeyhorny,1048486.0,,Mucks Cards,0.0,0,,,1.0,17250.0,SB
83,MTT 250,1719277454,2024-05-21T11:07:12Z,2086437338,7000.0,0,0.0,,,,,,0,2,0,1,0,powerblast,381699.0,0.0,Post Ante,875.0,0,,,,,SB
84,MTT 250,1719277454,2024-05-21T11:07:12Z,2086437338,7000.0,0,875.0,,,,,,0,3,0,2,1,wanq,162000.0,185.14,Post Ante,875.0,0,,,,,BB
85,MTT 250,1719277454,2024-05-21T11:07:12Z,2086437338,7000.0,0,1750.0,,,,,,0,4,0,3,2,kuuskuus,368157.0,210.38,Post Ante,875.0,0,,,,,MP1
86,MTT 250,1719277454,2024-05-21T11:07:12Z,2086437338,7000.0,0,2625.0,,,,,,0,5,0,4,3,norimyxxxo95,128475.0,48.94,Post Ante,875.0,0,,,,,MP2
87,MTT 250,1719277454,2024-05-21T11:07:12Z,2086437338,7000.0,0,3500.0,,,,,,0,6,0,5,4,statnik,457827.0,130.81,Post Ante,875.0,0,,,,,MP3
88,MTT 250,1719277454,2024-05-21T11:07:12Z,2086437338,7000.0,0,4375.0,,,,,,0,7,0,6,5,55_jimbo,278545.0,63.67,Post Ante,875.0,0,,,,,CO
89,MTT 250,1719277454,2024-05-21T11:07:12Z,2086437338,7000.0,0,5250.0,,,,,,1,8,0,7,6,honeyhorny,1071736.0,204.14,Post Ante,875.0,0,,,,,BTN
90,MTT 250,1719277454,2024-05-21T11:07:12Z,2086437338,7000.0,0,6125.0,,,,,,0,2,0,8,0,powerblast,380824.0,62.18,Post SB,3500.0,0,,,,,SB
91,MTT 250,1719277454,2024-05-21T11:07:12Z,2086437338,7000.0,0,9625.0,,,,,,0,3,0,9,1,wanq,161125.0,16.74,Post BB,7000.0,0,,,,,BB
92,MTT 250,1719277454,2024-05-21T11:07:12Z,2086437338,7000.0,0,16625.0,,,,,,0,4,1,1,2,kuuskuus,367282.0,22.09,Fold,0.0,0,,,,,MP1
93,MTT 250,1719277454,2024-05-21T11:07:12Z,2086437338,7000.0,0,16625.0,,,,,,0,5,1,2,3,norimyxxxo95,127600.0,7.68,Fold,0.0,0,,,,,MP2
94,MTT 250,1719277454,2024-05-21T11:07:12Z,2086437338,7000.0,0,16625.0,,,,,,0,6,1,3,4,statnik,456952.0,27.49,Fold,0.0,0,,,,,MP3
95,MTT 250,1719277454,2024-05-21T11:07:12Z,2086437338,7000.0,0,16625.0,,,,,,0,7,1,4,5,55_jimbo,277670.0,16.7,Fold,0.0,0,,,,,CO
96,MTT 250,1719277454,2024-05-21T11:07:12Z,2086437338,7000.0,0,16625.0,,,,,,1,8,1,5,6,honeyhorny,1070861.0,64.41,Fold,0.0,0,,,,,BTN
97,MTT 250,1719277454,2024-05-21T11:07:12Z,2086437338,7000.0,0,16625.0,,,,,,0,2,1,6,0,powerblast,377324.0,22.7,Fold,0.0,0,,,,,SB
98,MTT 250,1719277454,2024-05-21T11:07:12Z,2086437338,7000.0,1,16625.0,,,,,,0,3,2,1,1,wanq,154125.0,,Mucks Cards,0.0,0,,,1.0,13125.0,BB
99,MTT 250,1719277454,2024-05-21T11:07:34Z,2086437588,7000.0,0,0.0,,,,,,1,2,0,1,0,powerblast,377324.0,0.0,Post Ante,875.0,0,,,,,BTN
100,MTT 250,1719277454,2024-05-21T11:07:34Z,2086437588,7000.0,0,875.0,,,,,,0,3,0,2,1,wanq,170750.0,195.14,Post Ante,875.0,0,,,,,SB
101,MTT 250,1719277454,2024-05-21T11:07:34Z,2086437588,7000.0,0,1750.0,,,,,,0,4,0,3,2,kuuskuus,367282.0,209.88,Post Ante,875.0,0,,,,,BB
102,MTT 250,1719277454,2024-05-21T11:07:34Z,2086437588,7000.0,0,2625.0,,,,,,0,5,0,4,3,norimyxxxo95,127600.0,48.61,Post Ante,875.0,0,,,,,MP1
103,MTT 250,1719277454,2024-05-21T11:07:34Z,2086437588,7000.0,0,3500.0,,,,,,0,6,0,5,4,statnik,456952.0,130.56,Post Ante,875.0,0,,,,,MP2
104,MTT 250,1719277454,2024-05-21T11:07:34Z,2086437588,7000.0,0,4375.0,,,,,,0,7,0,6,5,55_jimbo,277670.0,63.47,Post Ante,875.0,0,,,,,MP3
105,MTT 250,1719277454,2024-05-21T11:07:34Z,2086437588,7000.0,0,5250.0,,,,,,0,8,0,7,6,honeyhorny,1070861.0,203.97,Post Ante,875.0,0,,,,,CO
106,MTT 250,1719277454,2024-05-21T11:07:34Z,2086437588,7000.0,0,6125.0,,,,,,0,3,0,8,1,wanq,169875.0,27.73,Post SB,3500.0,0,,,,,SB
107,MTT 250,1719277454,2024-05-21T11:07:34Z,2086437588,7000.0,0,9625.0,,,,,,0,4,0,9,2,kuuskuus,366407.0,38.07,Post BB,7000.0,0,,,,,BB
108,MTT 250,1719277454,2024-05-21T11:07:34Z,2086437588,7000.0,0,16625.0,,,,,,0,5,1,1,3,norimyxxxo95,126725.0,7.62,Fold,0.0,0,,,,,MP1
109,MTT 250,1719277454,2024-05-21T11:07:34Z,2086437588,7000.0,0,16625.0,,,,,,0,6,1,2,4,statnik,456077.0,27.43,Fold,0.0,0,,,,,MP2
110,MTT 250,1719277454,2024-05-21T11:07:34Z,2086437588,7000.0,0,16625.0,,,,,,0,7,1,3,5,55_jimbo,276795.0,16.65,Fold,0.0,0,,,,,MP3
111,MTT 250,1719277454,2024-05-21T11:07:34Z,2086437588,7000.0,0,16625.0,,,,,,0,8,1,4,6,honeyhorny,1069986.0,64.36,Fold,0.0,0,,,,,CO
112,MTT 250,1719277454,2024-05-21T11:07:34Z,2086437588,7000.0,0,16625.0,,,,,,1,2,1,5,0,powerblast,376449.0,22.64,Fold,0.0,0,,,,,BTN
113,MTT 250,1719277454,2024-05-21T11:07:34Z,2086437588,7000.0,0,16625.0,,,,,,0,3,1,6,1,wanq,166375.0,10.01,Fold,0.0,0,,,,,SB
114,MTT 250,1719277454,2024-05-21T11:07:34Z,2086437588,7000.0,1,16625.0,,,,,,0,4,2,1,2,kuuskuus,359407.0,,Mucks Cards,0.0,0,,,1.0,13125.0,BB
115,MTT 250,1719277454,2024-05-21T11:07:55Z,2086437837,7000.0,0,0.0,,,,,,0,2,0,1,0,powerblast,376449.0,0.0,Post Ante,875.0,0,,,,,CO
116,MTT 250,1719277454,2024-05-21T11:07:55Z,2086437837,7000.0,0,875.0,,,,,,1,3,0,2,1,wanq,166375.0,190.14,Post Ante,875.0,0,,,,,BTN
117,MTT 250,1719277454,2024-05-21T11:07:55Z,2086437837,7000.0,0,1750.0,,,,,,0,4,0,3,2,kuuskuus,376032.0,214.88,Post Ante,875.0,0,,,,,SB
118,MTT 250,1719277454,2024-05-21T11:07:55Z,2086437837,7000.0,0,2625.0,,,,,,0,5,0,4,3,norimyxxxo95,126725.0,48.28,Post Ante,875.0,0,,,,,BB
119,MTT 250,1719277454,2024-05-21T11:07:55Z,2086437837,7000.0,0,3500.0,,,,,,0,6,0,5,4,statnik,456077.0,130.31,Post Ante,875.0,0,,,,,MP1
120,MTT 250,1719277454,2024-05-21T11:07:55Z,2086437837,7000.0,0,4375.0,,,,,,0,7,0,6,5,55_jimbo,276795.0,63.27,Post Ante,875.0,0,,,,,MP2
121,MTT 250,1719277454,2024-05-21T11:07:55Z,2086437837,7000.0,0,5250.0,,,,,,0,8,0,7,6,honeyhorny,1069986.0,203.81,Post Ante,875.0,0,,,,,MP3
122,MTT 250,1719277454,2024-05-21T11:07:55Z,2086437837,7000.0,0,6125.0,,,,,,0,4,0,8,2,kuuskuus,375157.0,61.25,Post SB,3500.0,0,,,,,SB
123,MTT 250,1719277454,2024-05-21T11:07:55Z,2086437837,7000.0,0,9625.0,,,,,,0,5,0,9,3,norimyxxxo95,125850.0,13.08,Post BB,7000.0,0,,,,,BB
124,MTT 250,1719277454,2024-05-21T11:07:55Z,2086437837,7000.0,0,16625.0,,,,,,0,6,1,1,4,statnik,455202.0,27.38,Raise,14000.0,0,,,,,MP1
125,MTT 250,1719277454,2024-05-21T11:07:55Z,2086437837,7000.0,0,30625.0,,,,,,0,7,1,2,5,55_jimbo,275920.0,9.01,Fold,0.0,0,,,,,MP2
126,MTT 250,1719277454,2024-05-21T11:07:55Z,2086437837,7000.0,0,30625.0,,,,,,0,8,1,3,6,honeyhorny,1069111.0,34.91,Fold,0.0,0,,,,,MP3
127,MTT 250,1719277454,2024-05-21T11:07:55Z,2086437837,7000.0,0,30625.0,,,,,,0,2,1,4,0,powerblast,375574.0,12.26,Fold,0.0,0,,,,,CO
128,MTT 250,1719277454,2024-05-21T11:07:55Z,2086437837,7000.0,0,30625.0,,,,,,1,3,1,5,1,wanq,165500.0,5.4,Fold,0.0,0,,,,,BTN
129,MTT 250,1719277454,2024-05-21T11:07:55Z,2086437837,7000.0,0,30625.0,,,,,,0,4,1,6,2,kuuskuus,371657.0,12.14,Fold,0.0,0,,,,,SB
130,MTT 250,1719277454,2024-05-21T11:07:55Z,2086437837,7000.0,0,30625.0,,,,,,0,5,1,7,3,norimyxxxo95,118850.0,3.88,Call,7000.0,0,,,,,BB
131,MTT 250,1719277454,2024-05-21T11:07:55Z,2086437837,7000.0,1,37625.0,As,2c,6d,,,0,5,2,1,3,norimyxxxo95,111850.0,2.97,Check,0.0,0,,,,,BB
132,MTT 250,1719277454,2024-05-21T11:07:55Z,2086437837,7000.0,1,37625.0,As,2c,6d,,,0,6,2,2,4,statnik,441202.0,11.73,Check,0.0,0,,,,,MP1
133,MTT 250,1719277454,2024-05-21T11:07:55Z,2086437837,7000.0,2,37625.0,As,2c,6d,Ts,,0,5,3,1,3,norimyxxxo95,111850.0,2.97,Check,0.0,0,,,,,BB
134,MTT 250,1719277454,2024-05-21T11:07:55Z,2086437837,7000.0,2,37625.0,As,2c,6d,Ts,,0,6,3,2,4,statnik,441202.0,11.73,Bet,18812.0,0,,,,,MP1
135,MTT 250,1719277454,2024-05-21T11:07:55Z,2086437837,7000.0,2,56437.0,As,2c,6d,Ts,,0,5,4,1,3,norimyxxxo95,111850.0,1.98,Call,18812.0,0,,,,,BB
136,MTT 250,1719277454,2024-05-21T11:07:55Z,2086437837,7000.0,3,75249.0,As,2c,6d,Ts,Jd,0,5,5,1,3,norimyxxxo95,93038.0,1.24,Check,0.0,0,,,,,BB
137,MTT 250,1719277454,2024-05-21T11:07:55Z,2086437837,7000.0,3,75249.0,As,2c,6d,Ts,Jd,0,6,5,2,4,statnik,422390.0,5.61,Check,0.0,0,,,,,MP1
138,MTT 250,1719277454,2024-05-21T11:07:55Z,2086437837,7000.0,4,75249.0,As,2c,6d,Ts,Jd,0,5,6,1,3,norimyxxxo95,93038.0,,Shows Cards,0.0,0,6c,5s,1.0,75249.0,BB
139,MTT 250,1719277454,2024-05-21T11:07:55Z,2086437837,7000.0,4,75249.0,As,2c,6d,Ts,Jd,0,6,6,2,4,statnik,422390.0,,Shows Cards,0.0,0,4s,3s,0.0,,MP1
140,MTT 250,1719277454,2024-05-21T11:08:40Z,2086438348,7000.0,0,0.0,,,,,,0,2,0,1,0,powerblast,375574.0,0.0,Post Ante,875.0,0,,,,,MP3
141,MTT 250,1719277454,2024-05-21T11:08:40Z,2086438348,7000.0,0,875.0,,,,,,0,3,0,2,1,wanq,165500.0,189.14,Post Ante,875.0,0,,,,,CO
142,MTT 250,1719277454,2024-05-21T11:08:40Z,2086438348,7000.0,0,1750.0,,,,,,1,4,0,3,2,kuuskuus,371657.0,212.38,Post Ante,875.0,0,,,,,BTN
