,Tournament,Hand,Level,Street_id,Round,Pot,Card1,Card2,Card3,Card4,Card5,Seat_P0,Dealer_P0,Position_P0,Player_P0,PlayerName_P0,Stack_P0,SPR_P0,ActionOrder_P0,Action_P0,Bet_P0,Allin_P0,Showdown_1_P0,Showdown_2_P0,PlayerWins_P0,WinAmount_P0,Seat_P1,Dealer_P1,Position_P1,Player_P1,PlayerName_P1,Stack_P1,SPR_P1,ActionOrder_P1,Action_P1,Bet_P1,Allin_P1,Showdown_1_P1,Showdown_2_P1,PlayerWins_P1,WinAmount_P1,Seat_P2,Dealer_P2,Position_P2,Player_P2,PlayerName_P2,Stack_P2,SPR_P2,ActionOrder_P2,Action_P2,Bet_P2,Allin_P2,Showdown_1_P2,Showdown_2_P2,PlayerWins_P2,WinAmount_P2,Seat_P3,Dealer_P3,Position_P3,Player_P3,PlayerName_P3,Stack_P3,SPR_P3,ActionOrder_P3,Action_P3,Bet_P3,Allin_P3,Showdown_1_P3,Showdown_2_P3,PlayerWins_P3,WinAmount_P3,Seat_P4,Dealer_P4,Position_P4,Player_P4,PlayerName_P4,Stack_P4,SPR_P4,ActionOrder_P4,Action_P4,Bet_P4,Allin_P4,Showdown_1_P4,Showdown_2_P4,PlayerWins_P4,WinAmount_P4,Seat_P5,Dealer_P5,Position_P5,Player_P5,PlayerName_P5,Stack_P5,SPR_P5,ActionOrder_P5,Action_P5,Bet_P5,Allin_P5,Showdown_1_P5,Showdown_2_P5,PlayerWins_P5,WinAmount_P5,Seat_P6,Dealer_P6,Position_P6,Player_P6,PlayerName_P6,Stack_P6,SPR_P6,ActionOrder_P6,Action_P6,Bet_P6,Allin_P6,Showdown_1_P6,Showdown_2_P6,PlayerWins_P6,WinAmount_P6,Seat_P7,Dealer_P7,Position_P7,Player_P7,PlayerName_P7,Stack_P7,SPR_P7,ActionOrder_P7,Action_P7,Bet_P7,Allin_P7,Showdown_1_P7,Showdown_2_P7,PlayerWins_P7,WinAmount_P7
2327,MTT 250,2018526092,20000.0,3,6,211250.0,2s,6c,5c,Kh,,,,,,,,,,,,,,,,,2.0,0.0,SB,0.0,gagoosh,917707.06,,0.0,,,,,,,,3.0,0.0,BB,1.0,naranmed08,692762.0,,,Mucks Cards,,,,,1.0,147500.0,4.0,0.0,MP1,2.0,idned,772616.0,,0.0,,,,,,,,5.0,0.0,MP2,3.0,d_vendetta_b,1117010.0,,0.0,,,,,,,,6.0,0.0,MP3,4.0,qq_nice_bb,843432.94,,0.0,,,,,,,,7.0,0.0,CO,5.0,pank77,283200.0,,0.0,,,,,,,,8.0,1.0,BTN,6.0,matiss42,270775.0,,,,,,,,,
2328,MTT 250,2018526477,20000.0,0,0,0.0,,,,,,1.0,0.0,MP1,0.0,lowrate__,1376840.0,0.0,1.0,Post Ante,2500.0,0.0,,,,,2.0,0.0,MP2,1.0,fedmax92,925091.06,0.0,1.0,Post Ante,2500.0,0.0,,,,,3.0,0.0,MP3,2.0,bizzruit,305973.0,0.0,1.0,Post Ante,2500.0,0.0,,,,,4.0,0.0,CO,3.0,pvjach,226300.0,0.0,1.0,Post Ante,2500.0,0.0,,,,,5.0,1.0,BTN,4.0,oleg328,950368.94,0.0,1.0,Post Ante,2500.0,0.0,,,,,6.0,0.0,SB,5.0,aren77777,507701.0,0.0,1.0,Post SB,12500.0,0.0,,,,,7.0,0.0,BB,6.0,toxakid,3118423.0,0.0,1.0,Post BB,22500.0,0.0,,,,,8.0,0.0,EP3,7.0,vedrovodki,2613997.0,0.0,1.0,Post Ante,2500.0,0.0,,,,
2329,MTT 250,2018526477,20000.0,0,1,50000.0,,,,,,1.0,0.0,MP1,0.0,lowrate__,1374340.0,27.49,2.0,Fold,0.0,0.0,,,,,2.0,0.0,MP2,1.0,fedmax92,922591.06,18.45,3.0,Fold,0.0,0.0,,,,,3.0,0.0,MP3,2.0,bizzruit,303473.0,6.07,4.0,Raise,40000.0,0.0,,,,,4.0,0.0,CO,3.0,pvjach,223800.0,4.48,5.0,Fold,0.0,0.0,,,,,5.0,1.0,BTN,4.0,oleg328,947868.94,18.96,6.0,Fold,0.0,0.0,,,,,6.0,0.0,SB,5.0,aren77777,495201.0,9.9,7.0,Fold,0.0,0.0,,,,,7.0,0.0,BB,6.0,toxakid,3095923.0,61.92,8.0,Call,20000.0,0.0,,,,,8.0,0.0,EP3,7.0,vedrovodki,2611497.0,52.23,1.0,Fold,0.0,0.0,,,,
2330,MTT 250,2018526477,20000.0,1,2,110000.0,Qc,6s,Ac,,,1.0,0.0,MP1,0.0,lowrate__,1374340.0,,0.0,,,,,,,,2.0,0.0,MP2,1.0,fedmax92,922591.06,,0.0,,,,,,,,3.0,0.0,MP3,2.0,bizzruit,263473.0,2.4,2.0,Bet,38500.0,0.0,,,,,4.0,0.0,CO,3.0,pvjach,223800.0,,0.0,,,,,,,,5.0,1.0,BTN,4.0,oleg328,947868.94,,0.0,,,,,,,,6.0,0.0,SB,5.0,aren77777,495201.0,,0.0,,,,,,,,7.0,0.0,BB,6.0,toxakid,3075923.0,27.96,1.0,Check,0.0,0.0,,,,,8.0,0.0,EP3,7.0,vedrovodki,2611497.0,,0.0,,,,,,,
2331,MTT 250,2018526477,20000.0,1,3,148500.0,Qc,6s,Ac,,,1.0,0.0,MP1,0.0,lowrate__,1374340.0,,0.0,,,,,,,,2.0,0.0,MP2,1.0,fedmax92,922591.06,,0.0,,,,,,,,3.0,0.0,MP3,2.0,bizzruit,224973.0,,0.0,,,,,,,,4.0,0.0,CO,3.0,pvjach,223800.0,,0.0,,,,,,,,5.0,1.0,BTN,4.0,oleg328,947868.94,,0.0,,,,,,,,6.0,0.0,SB,5.0,aren77777,495201.0,,0.0,,,,,,,,7.0,0.0,BB,6.0,toxakid,3075923.0,20.71,1.0,Call,38500.0,0.0,,,,,8.0,0.0,EP3,7.0,vedrovodki,2611497.0,,0.0,,,,,,,
2332,MTT 250,2018526477,20000.0,2,4,187000.0,Qc,6s,Ac,Jc,,1.0,0.0,MP1,0.0,lowrate__,1374340.0,,0.0,,,,,,,,2.0,0.0,MP2,1.0,fedmax92,922591.06,,0.0,,,,,,,,3.0,0.0,MP3,2.0,bizzruit,224973.0,1.2,2.0,Check,0.0,0.0,,,,,4.0,0.0,CO,3.0,pvjach,223800.0,,0.0,,,,,,,,5.0,1.0,BTN,4.0,oleg328,947868.94,,0.0,,,,,,,,6.0,0.0,SB,5.0,aren77777,495201.0,,0.0,,,,,,,,7.0,0.0,BB,6.0,toxakid,3037423.0,16.24,1.0,Check,0.0,0.0,,,,,8.0,0.0,EP3,7.0,vedrovodki,2611497.0,,0.0,,,,,,,
2333,MTT 250,2018526477,20000.0,3,5,187000.0,Qc,6s,Ac,Jc,5d,1.0,0.0,MP1,0.0,lowrate__,1374340.0,,0.0,,,,,,,,2.0,0.0,MP2,1.0,fedmax92,922591.06,,0.0,,,,,,,,3.0,0.0,MP3,2.0,bizzruit,224973.0,1.2,2.0,Bet,65450.0,0.0,,,,,4.0,0.0,CO,3.0,pvjach,223800.0,,0.0,,,,,,,,5.0,1.0,BTN,4.0,oleg328,947868.94,,0.0,,,,,,,,6.0,0.0,SB,5.0,aren77777,495201.0,,0.0,,,,,,,,7.0,0.0,BB,6.0,toxakid,3037423.0,16.24,1.0,Check,0.0,0.0,,,,,8.0,0.0,EP3,7.0,vedrovodki,2611497.0,,0.0,,,,,,,
2334,MTT 250,2018526477,20000.0,3,6,252450.0,Qc,6s,Ac,Jc,5d,1.0,0.0,MP1,0.0,lowrate__,1374340.0,,0.0,,,,,,,,2.0,0.0,MP2,1.0,fedmax92,922591.06,,0.0,,,,,,,,3.0,0.0,MP3,2.0,bizzruit,159523.0,,0.0,,,,,,,,4.0,0.0,CO,3.0,pvjach,223800.0,,0.0,,,,,,,,5.0,1.0,BTN,4.0,oleg328,947868.94,,0.0,,,,,,,,6.0,0.0,SB,5.0,aren77777,495201.0,,0.0,,,,,,,,7.0,0.0,BB,6.0,toxakid,3037423.0,12.03,1.0,Call,65450.0,0.0,,,,,8.0,0.0,EP3,7.0,vedrovodki,2611497.0,,0.0,,,,,,,
2335,MTT 250,2018526477,20000.0,4,7,317900.0,Qc,6s,Ac,Jc,5d,1.0,0.0,MP1,0.0,lowrate__,1374340.0,,0.0,,,,,,,,2.0,0.0,MP2,1.0,fedmax92,922591.06,,0.0,,,,,,,,3.0,0.0,MP3,2.0,bizzruit,159523.0,,,Shows Cards,,,Ah,4h,,,4.0,0.0,CO,3.0,pvjach,223800.0,,0.0,,,,,,,,5.0,1.0,BTN,4.0,oleg328,947868.94,,0.0,,,,,,,,6.0,0.0,SB,5.0,aren77777,495201.0,,0.0,,,,,,,,7.0,0.0,BB,6.0,toxakid,2971973.0,,,Shows Cards,,,9d,Ad,1.0,317900.0,8.0,0.0,EP3,7.0,vedrovodki,2611497.0,,0.0,,,,,,,
2336,MTT 250,2018527137,20000.0,0,0,0.0,,,,,,1.0,0.0,SB,0.0,xam01,2423095.0,0.0,1.0,Post SB,12500.0,0.0,,,,,2.0,0.0,BB,1.0,evilkrol,545305.0,0.0,1.0,Post BB,22500.0,0.0,,,,,3.0,0.0,EP3,2.0,shyller25,261574.0,0.0,1.0,Post Ante,2500.0,0.0,,,,,4.0,0.0,MP1,3.0,habay,1241237.0,0.0,1.0,Post Ante,2500.0,0.0,,,,,5.0,0.0,MP2,4.0,zubrcook,752963.06,0.0,1.0,Post Ante,2500.0,0.0,,,,,6.0,0.0,MP3,5.0,emil82,321129.0,0.0,1.0,Post Ante,2500.0,0.0,,,,,7.0,0.0,CO,6.0,tatartatar1,399766.0,0.0,1.0,Post Ante,2500.0,0.0,,,,,8.0,1.0,BTN,7.0,staspro58,612724.0,0.0,1.0,Post Ante,2500.0,0.0,,,,
2337,MTT 250,2018527137,20000.0,0,1,50000.0,,,,,,1.0,0.0,SB,0.0,xam01,2410595.0,48.21,7.0,Raise,77500.0,0.0,,,,,2.0,0.0,BB,1.0,evilkrol,522805.0,10.46,8.0,Fold,0.0,0.0,,,,,3.0,0.0,EP3,2.0,shyller25,259074.0,5.18,1.0,Fold,0.0,0.0,,,,,4.0,0.0,MP1,3.0,habay,1238737.0,24.77,2.0,Fold,0.0,0.0,,,,,5.0,0.0,MP2,4.0,zubrcook,750463.06,15.01,3.0,Fold,0.0,0.0,,,,,6.0,0.0,MP3,5.0,emil82,318629.0,6.37,4.0,Fold,0.0,0.0,,,,,7.0,0.0,CO,6.0,tatartatar1,397266.0,7.95,5.0,Call,20000.0,0.0,,,,,8.0,1.0,BTN,7.0,staspro58,610224.0,12.2,6.0,Fold,0.0,0.0,,,,
2338,MTT 250,2018527137,20000.0,0,2,147500.0,,,,,,1.0,0.0,SB,0.0,xam01,2333095.0,15.82,2.0,Fold,0.0,0.0,,,,,2.0,0.0,BB,1.0,evilkrol,522805.0,,0.0,,,,,,,,3.0,0.0,EP3,2.0,shyller25,259074.0,,0.0,,,,,,,,4.0,0.0,MP1,3.0,habay,1238737.0,,0.0,,,,,,,,5.0,0.0,MP2,4.0,zubrcook,750463.06,,0.0,,,,,,,,6.0,0.0,MP3,5.0,emil82,318629.0,,0.0,,,,,,,,7.0,0.0,CO,6.0,tatartatar1,377266.0,2.56,1.0,Raise,377266.0,1.0,,,,,8.0,1.0,BTN,7.0,staspro58,610224.0,,0.0,,,,,,,
2339,MTT 250,2018527137,20000.0,1,3,524766.0,,,,,,1.0,0.0,SB,0.0,xam01,2333095.0,,0.0,,,,,,,,2.0,0.0,BB,1.0,evilkrol,522805.0,,0.0,,,,,,,,3.0,0.0,EP3,2.0,shyller25,259074.0,,0.0,,,,,,,,4.0,0.0,MP1,3.0,habay,1238737.0,,0.0,,,,,,,,5.0,0.0,MP2,4.0,zubrcook,750463.06,,0.0,,,,,,,,6.0,0.0,MP3,5.0,emil82,318629.0,,0.0,,,,,,,,7.0,0.0,CO,6.0,tatartatar1,0.0,,,Mucks Cards,,,,,1.0,215000.0,8.0,1.0,BTN,7.0,staspro58,610224.0,,0.0,,,,,,,
2340,MTT 250,2018527240,20000.0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,2.0,1.0,BTN,0.0,gagoosh,917707.06,0.0,1.0,Post Ante,2500.0,0.0,,,,,3.0,0.0,SB,1.0,naranmed08,884012.0,0.0,1.0,Post SB,12500.0,0.0,,,,,4.0,0.0,BB,2.0,idned,732616.0,0.0,1.0,Post BB,22500.0,0.0,,,,,5.0,0.0,MP1,3.0,d_vendetta_b,1117010.0,0.0,1.0,Post Ante,2500.0,0.0,,,,,6.0,0.0,MP2,4.0,qq_nice_bb,843432.94,0.0,1.0,Post Ante,2500.0,0.0,,,,,7.0,0.0,MP3,5.0,pank77,283200.0,0.0,1.0,Post Ante,2500.0,0.0,,,,,8.0,0.0,CO,6.0,matiss42,268275.0,0.0,1.0,Post Ante,2500.0,0.0,,,,
2341,MTT 250,2018527240,20000.0,0,1,47500.0,,,,,,,,,,,,,,,,,,,,,2.0,1.0,BTN,0.0,gagoosh,915207.06,19.27,5.0,Fold,0.0,0.0,,,,,3.0,0.0,SB,1.0,naranmed08,871512.0,18.35,6.0,Fold,0.0,0.0,,,,,4.0,0.0,BB,2.0,idned,710116.0,14.95,7.0,Fold,0.0,0.0,,,,,5.0,0.0,MP1,3.0,d_vendetta_b,1114510.0,23.46,1.0,Fold,0.0,0.0,,,,,6.0,0.0,MP2,4.0,qq_nice_bb,840932.94,17.7,2.0,Raise,40000.0,0.0,,,,,7.0,0.0,MP3,5.0,pank77,280700.0,5.91,3.0,Fold,0.0,0.0,,,,,8.0,0.0,CO,6.0,matiss42,268275.0,5.65,4.0,Raise,265775.0,1.0,,,,
2342,MTT 250,2018527240,20000.0,0,2,353275.0,,,,,,,,,,,,,,,,,,,,,2.0,1.0,BTN,0.0,gagoosh,915207.06,,0.0,,,,,,,,3.0,0.0,SB,1.0,naranmed08,871512.0,,0.0,,,,,,,,4.0,0.0,BB,2.0,idned,710116.0,,0.0,,,,,,,,5.0,0.0,MP1,3.0,d_vendetta_b,1114510.0,,0.0,,,,,,,,6.0,0.0,MP2,4.0,qq_nice_bb,800932.94,2.27,1.0,Call,225775.0,0.0,,,,,7.0,0.0,MP3,5.0,pank77,280700.0,,0.0,,,,,,,,8.0,0.0,CO,6.0,matiss42,268275.0,,,,,,,,,
2343,MTT 250,2018527240,20000.0,1,3,579050.0,Kd,3d,6c,,,,,,,,,,,,,,,,,,2.0,1.0,BTN,0.0,gagoosh,915207.06,,0.0,,,,,,,,3.0,0.0,SB,1.0,naranmed08,871512.0,,0.0,,,,,,,,4.0,0.0,BB,2.0,idned,710116.0,,0.0,,,,,,,,5.0,0.0,MP1,3.0,d_vendetta_b,1114510.0,,0.0,,,,,,,,6.0,0.0,MP2,4.0,qq_nice_bb,800932.94,,0.0,,,,,,,,7.0,0.0,MP3,5.0,pank77,280700.0,,0.0,,,,,,,,8.0,0.0,CO,6.0,matiss42,268275.0,,,,,,,,,
2344,MTT 250,2018527240,20000.0,2,4,579050.0,Kd,3d,6c,As,,,,,,,,,,,,,,,,,2.0,1.0,BTN,0.0,gagoosh,915207.06,,0.0,,,,,,,,3.0,0.0,SB,1.0,naranmed08,871512.0,,0.0,,,,,,,,4.0,0.0,BB,2.0,idned,710116.0,,0.0,,,,,,,,5.0,0.0,MP1,3.0,d_vendetta_b,1114510.0,,0.0,,,,,,,,6.0,0.0,MP2,4.0,qq_nice_bb,800932.94,,0.0,,,,,,,,7.0,0.0,MP3,5.0,pank77,280700.0,,0.0,,,,,,,,8.0,0.0,CO,6.0,matiss42,268275.0,,,,,,,,,
2345,MTT 250,2018527240,20000.0,3,5,579050.0,Kd,3d,6c,As,9c,,,,,,,,,,,,,,,,2.0,1.0,BTN,0.0,gagoosh,915207.06,,0.0,,,,,,,,3.0,0.0,SB,1.0,naranmed08,871512.0,,0.0,,,,,,,,4.0,0.0,BB,2.0,idned,710116.0,,0.0,,,,,,,,5.0,0.0,MP1,3.0,d_vendetta_b,1114510.0,,0.0,,,,,,,,6.0,0.0,MP2,4.0,qq_nice_bb,800932.94,,0.0,,,,,,,,7.0,0.0,MP3,5.0,pank77,280700.0,,0.0,,,,,,,,8.0,0.0,CO,6.0,matiss42,268275.0,,,,,,,,,
2346,MTT 250,2018527240,20000.0,4,6,579050.0,Kd,3d,6c,As,9c,,,,,,,,,,,,,,,,2.0,1.0,BTN,0.0,gagoosh,915207.06,,0.0,,,,,,,,3.0,0.0,SB,1.0,naranmed08,871512.0,,0.0,,,,,,,,4.0,0.0,BB,2.0,idned,710116.0,,0.0,,,,,,,,5.0,0.0,MP1,3.0,d_vendetta_b,1114510.0,,0.0,,,,,,,,6.0,0.0,MP2,4.0,qq_nice_bb,800932.94,,,Shows Cards,,,Ah,Td,1.0,579050.0,7.0,0.0,MP3,5.0,pank77,280700.0,,0.0,,,,,,,,8.0,0.0,CO,6.0,matiss42,268275.0,,,Shows Cards,,,Ts,Tc,,
2347,MTT 250,2018527626,20000.0,0,0,0.0,,,,,,1.0,0.0,EP3,0.0,lowrate__,1374340.0,0.0,1.0,Post Ante,2500.0,0.0,,,,,2.0,0.0,MP1,1.0,fedmax92,922591.06,0.0,1.0,Post Ante,2500.0,0.0,,,,,3.0,0.0,MP2,2.0,bizzruit,159523.0,0.0,1.0,Post Ante,2500.0,0.0,,,,,4.0,0.0,MP3,3.0,pvjach,223800.0,0.0,1.0,Post Ante,2500.0,0.0,,,,,5.0,0.0,CO,4.0,oleg328,947868.94,0.0,1.0,Post Ante,2500.0,0.0,,,,,6.0,1.0,BTN,5.0,aren77777,495201.0,0.0,1.0,Post Ante,2500.0,0.0,,,,,7.0,0.0,SB,6.0,toxakid,3289873.0,0.0,1.0,Post SB,12500.0,0.0,,,,,8.0,0.0,BB,7.0,vedrovodki,2611497.0,0.0,1.0,Post BB,22500.0,0.0,,,,
2348,MTT 250,2018527626,20000.0,0,1,50000.0,,,,,,1.0,0.0,EP3,0.0,lowrate__,1371840.0,27.44,1.0,Fold,0.0,0.0,,,,,2.0,0.0,MP1,1.0,fedmax92,920091.06,18.4,2.0,Fold,0.0,0.0,,,,,3.0,0.0,MP2,2.0,bizzruit,157023.0,3.14,3.0,Fold,0.0,0.0,,,,,4.0,0.0,MP3,3.0,pvjach,221300.0,4.43,4.0,Fold,0.0,0.0,,,,,5.0,0.0,CO,4.0,oleg328,945368.94,18.91,5.0,Fold,0.0,0.0,,,,,6.0,1.0,BTN,5.0,aren77777,492701.0,9.85,6.0,Fold,0.0,0.0,,,,,7.0,0.0,SB,6.0,toxakid,3277373.0,65.55,7.0,Raise,60000.0,0.0,,,,,8.0,0.0,BB,7.0,vedrovodki,2588997.0,51.78,8.0,Raise,210000.0,0.0,,,,
2349,MTT 250,2018527626,20000.0,0,2,320000.0,,,,,,1.0,0.0,EP3,0.0,lowrate__,1371840.0,,0.0,,,,,,,,2.0,0.0,MP1,1.0,fedmax92,920091.06,,0.0,,,,,,,,3.0,0.0,MP2,2.0,bizzruit,157023.0,,0.0,,,,,,,,4.0,0.0,MP3,3.0,pvjach,221300.0,,0.0,,,,,,,,5.0,0.0,CO,4.0,oleg328,945368.94,,0.0,,,,,,,,6.0,1.0,BTN,5.0,aren77777,492701.0,,0.0,,,,,,,,7.0,0.0,SB,6.0,toxakid,3217373.0,10.05,1.0,Raise,640000.0,0.0,,,,,8.0,0.0,BB,7.0,vedrovodki,2378997.0,7.43,2.0,Fold,0.0,0.0,,,,
2350,MTT 250,2018527626,20000.0,1,3,960000.0,,,,,,1.0,0.0,EP3,0.0,lowrate__,1371840.0,,0.0,,,,,,,,2.0,0.0,MP1,1.0,fedmax92,920091.06,,0.0,,,,,,,,3.0,0.0,MP2,2.0,bizzruit,157023.0,,0.0,,,,,,,,4.0,0.0,MP3,3.0,pvjach,221300.0,,0.0,,,,,,,,5.0,0.0,CO,4.0,oleg328,945368.94,,0.0,,,,,,,,6.0,1.0,BTN,5.0,aren77777,492701.0,,0.0,,,,,,,,7.0,0.0,SB,6.0,toxakid,2577373.0,,,Mucks Cards,,,,,1.0,480000.0,8.0,0.0,BB,7.0,vedrovodki,2378997.0,,0.0,,,,,,,
2351,MTT 250,2018527990,20000.0,0,0,0.0,,,,,,1.0,1.0,BTN,0.0,xam01,2333095.0,0.0,1.0,Post Ante,2500.0,0.0,,,,,2.0,0.0,SB,1.0,evilkrol,522805.0,0.0,1.0,Post SB,12500.0,0.0,,,,,3.0,0.0,BB,2.0,shyller25,259074.0,0.0,1.0,Post BB,22500.0,0.0,,,,,4.0,0.0,EP3,3.0,habay,1238737.0,0.0,1.0,Post Ante,2500.0,0.0,,,,,5.0,0.0,MP1,4.0,zubrcook,750463.06,0.0,1.0,Post Ante,2500.0,0.0,,,,,6.0,0.0,MP2,5.0,emil82,318629.0,0.0,1.0,Post Ante,2500.0,0.0,,,,,7.0,0.0,MP3,6.0,tatartatar1,524766.0,0.0,1.0,Post Ante,2500.0,0.0,,,,,8.0,0.0,CO,7.0,staspro58,610224.0,0.0,1.0,Post Ante,2500.0,0.0,,,,
2352,MTT 250,2018527990,20000.0,0,1,50000.0,,,,,,1.0,1.0,BTN,0.0,xam01,2330595.0,46.61,6.0,Raise,50000.0,0.0,,,,,2.0,0.0,SB,1.0,evilkrol,510305.0,10.21,7.0,Fold,0.0,0.0,,,,,3.0,0.0,BB,2.0,shyller25,236574.0,4.73,8.0,Fold,0.0,0.0,,,,,4.0,0.0,EP3,3.0,habay,1236237.0,24.72,1.0,Fold,0.0,0.0,,,,,5.0,0.0,MP1,4.0,zubrcook,747963.06,14.96,2.0,Fold,0.0,0.0,,,,,6.0,0.0,MP2,5.0,emil82,316129.0,6.32,3.0,Fold,0.0,0.0,,,,,7.0,0.0,MP3,6.0,tatartatar1,522266.0,10.45,4.0,Fold,0.0,0.0,,,,,8.0,0.0,CO,7.0,staspro58,607724.0,12.15,5.0,Fold,0.0,0.0,,,,
2353,MTT 250,2018527990,20000.0,1,2,100000.0,,,,,,1.0,1.0,BTN,0.0,xam01,2280595.0,,,Mucks Cards,,,,,1.0,70000.0,2.0,0.0,SB,1.0,evilkrol,510305.0,,0.0,,,,,,,,3.0,0.0,BB,2.0,shyller25,236574.0,,0.0,,,,,,,,4.0,0.0,EP3,3.0,habay,1236237.0,,0.0,,,,,,,,5.0,0.0,MP1,4.0,zubrcook,747963.06,,0.0,,,,,,,,6.0,0.0,MP2,5.0,emil82,316129.0,,0.0,,,,,,,,7.0,0.0,MP3,6.0,tatartatar1,522266.0,,0.0,,,,,,,,8.0,0.0,CO,7.0,staspro58,607724.0,,0.0,,,,,,,
2354,MTT 250,2018528208,20000.0,0,0,0.0,,,,,,1.0,0.0,BB,0.0,lowrate__,1371840.0,0.0,1.0,Post BB,22500.0,0.0,,,,,2.0,0.0,EP3,1.0,fedmax92,920091.06,0.0,1.0,Post Ante,2500.0,0.0,,,,,3.0,0.0,MP1,2.0,bizzruit,157023.0,0.0,1.0,Post Ante,2500.0,0.0,,,,,4.0,0.0,MP2,3.0,pvjach,221300.0,0.0,1.0,Post Ante,2500.0,0.0,,,,,5.0,0.0,MP3,4.0,oleg328,945368.94,0.0,1.0,Post Ante,2500.0,0.0,,,,,6.0,0.0,CO,5.0,aren77777,492701.0,0.0,1.0,Post Ante,2500.0,0.0,,,,,7.0,1.0,BTN,6.0,toxakid,3537373.0,0.0,1.0,Post Ante,2500.0,0.0,,,,,8.0,0.0,SB,7.0,vedrovodki,2378997.0,0.0,1.0,Post SB,12500.0,0.0,,,,
2355,MTT 250,2018528208,20000.0,0,1,50000.0,,,,,,1.0,0.0,BB,0.0,lowrate__,1349340.0,26.99,8.0,Call,20000.0,0.0,,,,,2.0,0.0,EP3,1.0,fedmax92,917591.06,18.35,1.0,Fold,0.0,0.0,,,,,3.0,0.0,MP1,2.0,bizzruit,154523.0,3.09,2.0,Fold,0.0,0.0,,,,,4.0,0.0,MP2,3.0,pvjach,218800.0,4.38,3.0,Fold,0.0,0.0,,,,,5.0,0.0,MP3,4.0,oleg328,942868.94,18.86,4.0,Fold,0.0,0.0,,,,,6.0,0.0,CO,5.0,aren77777,490201.0,9.8,5.0,Raise,40000.0,0.0,,,,,7.0,1.0,BTN,6.0,toxakid,3534873.0,70.7,6.0,Fold,0.0,0.0,,,,,8.0,0.0,SB,7.0,vedrovodki,2366497.0,47.33,7.0,Fold,0.0,0.0,,,,
2356,MTT 250,2018528208,20000.0,1,2,110000.0,2s,Kh,6d,,,1.0,0.0,BB,0.0,lowrate__,1329340.0,12.08,1.0,Check,0.0,0.0,,,,,2.0,0.0,EP3,1.0,fedmax92,917591.06,,0.0,,,,,,,,3.0,0.0,MP1,2.0,bizzruit,154523.0,,0.0,,,,,,,,4.0,0.0,MP2,3.0,pvjach,218800.0,,0.0,,,,,,,,5.0,0.0,MP3,4.0,oleg328,942868.94,,0.0,,,,,,,,6.0,0.0,CO,5.0,aren77777,450201.0,4.09,2.0,Bet,40000.0,0.0,,,,,7.0,1.0,BTN,6.0,toxakid,3534873.0,,0.0,,,,,,,,8.0,0.0,SB,7.0,vedrovodki,2366497.0,,0.0,,,,,,,
2357,MTT 250,2018528208,20000.0,1,3,150000.0,2s,Kh,6d,,,1.0,0.0,BB,0.0,lowrate__,1329340.0,8.86,1.0,Fold,0.0,0.0,,,,,2.0,0.0,EP3,1.0,fedmax92,917591.06,,0.0,,,,,,,,3.0,0.0,MP1,2.0,bizzruit,154523.0,,0.0,,,,,,,,4.0,0.0,MP2,3.0,pvjach,218800.0,,0.0,,,,,,,,5.0,0.0,MP3,4.0,oleg328,942868.94,,0.0,,,,,,,,6.0,0.0,CO,5.0,aren77777,410201.0,,0.0,,,,,,,,7.0,1.0,BTN,6.0,toxakid,3534873.0,,0.0,,,,,,,,8.0,0.0,SB,7.0,vedrovodki,2366497.0,,0.0,,,,,,,
2358,MTT 250,2018528208,20000.0,2,4,150000.0,2s,Kh,6d,,,1.0,0.0,BB,0.0,lowrate__,1329340.0,,0.0,,,,,,,,2.0,0.0,EP3,1.0,fedmax92,917591.06,,0.0,,,,,,,,3.0,0.0,MP1,2.0,bizzruit,154523.0,,0.0,,,,,,,,4.0,0.0,MP2,3.0,pvjach,218800.0,,0.0,,,,,,,,5.0,0.0,MP3,4.0,oleg328,942868.94,,0.0,,,,,,,,6.0,0.0,CO,5.0,aren77777,410201.0,,,Mucks Cards,,,,,1.0,110000.0,7.0,1.0,BTN,6.0,toxakid,3534873.0,,0.0,,,,,,,,8.0,0.0,SB,7.0,vedrovodki,2366497.0,,0.0,,,,,,,
2359,MTT 250,2018528000,20000.0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,2.0,0.0,CO,0.0,gagoosh,915207.06,0.0,1.0,Post Ante,2500.0,0.0,,,,,3.0,1.0,BTN,1.0,naranmed08,871512.0,0.0,1.0,Post Ante,2500.0,0.0,,,,,4.0,0.0,SB,2.0,idned,710116.0,0.0,1.0,Post SB,12500.0,0.0,,,,,5.0,0.0,BB,3.0,d_vendetta_b,1114510.0,0.0,1.0,Post BB,22500.0,0.0,,,,,6.0,0.0,MP2,4.0,qq_nice_bb,1154208.0,0.0,1.0,Post Ante,2500.0,0.0,,,,,7.0,0.0,MP3,5.0,pank77,280700.0,0.0,1.0,Post Ante,2500.0,0.0,,,,,,,,,,,,,,,,,,,
